date,region,category,store_id,revenue,cost
2025-04-14,North,Footwear,N02,6216.45,4314.78
2025-04-14,North,Accessories,N02,7480.82,4675.97
2025-04-14,North,Home,N02,6243.59,3824.31
2025-04-14,South,Apparel,S01,5171.93,3363.09
2025-04-14,South,Footwear,S01,5132.72,3158.78
2025-04-14,South,Accessories,S01,6531.1,4313.88
2025-04-14,South,Home,S01,6919.14,4722.48
2025-04-14,South,Apparel,S02,3887.06,2581.57
2025-04-14,South,Footwear,S02,6179.02,4181.32
2025-04-14,South,Accessories,S02,5647.49,3669.76
2025-04-14,South,Home,S02,5897.01,4102.34
2025-04-21,East,Apparel,E01,3938.22,2632.7
2025-04-21,East,Footwear,E01,3495.68,2118.35
2025-04-21,East,Accessories,E01,4142.24,2569.86
2025-04-21,East,Home,E01,4376.43,2940.24
2025-04-21,East,Apparel,E02,4530.42,3160.14
2025-04-21,East,Footwear,E02,3342.64,2193.32
2025-04-21,East,Accessories,E02,3846.96,2411.07
2025-04-21,East,Home,E02,3407.21,2143.21
2025-04-21,East,Apparel,E03,3591.1,2.24
2025-04-21,East,Footwear,E03,4802.35,3.04
2025-04-21,East,Accessories,E03,4311.19,2.92
2025-04-21,East,Home,E03,4305.45,2.8
2025-04-21,West,Apparel,W01,4678.69,3249.46
2025-04-21,West,Footwear,W01,6332.77,3935.91
2025-04-21,West,Accessories,W01,4834.15,3139.73
2025-04-21,West,Home,W01,7194.7,4655.39
2025-04-21,West,Apparel,W02,6299.58,4051.21
2025-04-21,West,Footwear,W02,7297.32,4935.8
2025-04-21,West,Accessories,W02,5246.27,3446.95
2025-04-21,West,Home,W02,4864.4,2954.41
2025-04-21,North,Apparel,N01,6094.5,3827.18
2025-04-21,North,Footwear,N01,7579.58,4637.8
2025-04-21,North,Accessories,N01,7117.21,4836.07
2025-04-21,North,Home,N01,5730.61,3871.01
2025-04-21,North,Apparel,N02,4835.84,3143.33
2025-04-21,North,Footwear,N02,4027.46,2550.61
2025-04-21,North,Accessories,N02,5643.33,3728.13
2025-04-21,North,Home,N02,5623.46,3718.83
2025-04-21,South,Apparel,S01,5174.23,3487.08
2025-04-21,South,Footwear,S01,4974.3,3396.6
2025-04-21,South,Accessories,S01,6122.22,3856.87
2025-04-21,South,Home,S01,6591.38,4398.96
2025-04-21,South,Apparel,S02,7408.66,5035.48
2025-04-21,South,Footwear,S02,6728.66,4055.13
2025-04-21,South,Accessories,S02,6226.95,4223.68
2025-04-21,South,Home,S02,6748.09,4535.66
2025-04-28,East,Apparel,E01,3581.08,2373.91
2025-04-28,East,Footwear,E01,4798.57,2950.05
2025-04-28,East,Accessories,E01,4198.35,2917.1
2025-04-28,East,Home,E01,3000.06,1894.15
2025-04-28,East,Apparel,E02,3082.67,1976.11
2025-04-28,East,Footwear,E02,5256.93,3612.99
2025-04-28,East,Accessories,E02,4342.46,2665.44
2025-04-28,East,Home,E02,3419.56,2278.19
2025-04-28,East,Apparel,E03,3579.14,2.21
2025-04-28,East,Footwear,E03,5001.69,3.18
2025-04-28,East,Accessories,E03,5056.2,3.36
2025-04-28,East,Home,E03,4763.91,2.95
2025-04-28,West,Apparel,W01,5050.33,3143.76
2025-04-28,West,Footwear,W01,6992.74,4397.74
2025-04-28,West,Accessories,W01,5067.92,3201.43
2025-04-28,West,Home,W01,5776.62,3925.45
2025-04-28,West,Apparel,W02,4693.48,3133.66
2025-04-28,West,Footwear,W02,5933.0,4045.34
2025-04-28,West,Accessories,W02,7670.37,4825.01
2025-04-28,West,Home,W02,5341.62,3389.99
2025-04-28,North,Apparel,N01,5337.91,3458.47
2025-04-28,North,Footwear,N01,4889.3,3389.76
2025-04-28,North,Accessories,N01,5947.98,3934.99
2025-04-28,North,Home,N01,5755.18,3838.61
2025-04-28,North,Apparel,N02,6053.96,3664.15
2025-04-28,North,Footwear,N02,5759.3,3513.49
2025-04-28,North,Accessories,N02,5990.95,3924.28
2025-04-28,North,Home,N02,7016.18,4865.74
2025-04-28,South,Apparel,S01,6957.55,4313.3
2025-04-28,South,Footwear,S01,6999.66,4651.9
2025-04-28,South,Accessories,S01,6500.89,4273.77
2025-04-28,South,Home,S01,6167.89,4278.46
2025-04-28,South,Apparel,S02,6637.79,4568.29
2025-04-28,South,Footwear,S02,5169.06,3616.88
2025-04-28,South,Accessories,S02,5462.79,3789.32
2025-04-28,South,Home,S02,7871.74,5413.19
2025-05-05,East,Apparel,E01,2662.16,1625.86
2025-05-05,East,Footwear,E01,5001.03,3495.27
2025-05-05,East,Accessories,E01,4229.0,2934.32
2025-05-05,East,Home,E01,4897.01,3032.63
2025-05-05,East,Apparel,E02,2637.76,1703.71
2025-05-05,East,Footwear,E02,3363.55,2265.9
2025-05-05,East,Accessories,E02,4857.47,3282.33
2025-05-05,East,Home,E02,3646.78,2515.2
2025-05-05,East,Apparel,E03,4239.05,2.58
2025-05-05,East,Footwear,E03,4233.49,2.6
2025-05-05,East,Accessories,E03,3550.08,2.22
2025-05-05,East,Home,E03,3719.37,2.59
2025-05-05,West,Apparel,W01,5414.91,3255.14
2025-05-05,West,Footwear,W01,6541.69,3965.65
2025-05-05,West,Accessories,W01,4423.65,2833.53
2025-05-05,West,Home,W01,6279.55,4209.53
2025-05-05,West,Apparel,W02,4813.63,3329.17
2025-05-05,West,Footwear,W02,5280.27,3283.87
2025-05-05,West,Accessories,W02,4327.54,2920.11
2025-05-05,West,Home,W02,6043.4,3957.96
2025-05-05,North,Apparel,N01,5762.11,3839.92
2025-05-05,North,Footwear,N01,4670.59,3154.86
2025-05-05,North,Accessories,N01,6409.58,4132.09
2025-05-05,North,Home,N01,5912.72,3881.21
2025-05-05,North,Apparel,N02,4464.58,2904.43
2025-05-05,North,Footwear,N02,5619.0,3555.77
2025-05-05,North,Accessories,N02,5425.14,3366.52
2025-05-05,North,Home,N02,5578.22,3631.63
2025-05-05,South,Apparel,S01,6726.98,4381.45
2025-05-05,South,Footwear,S01,5172.77,3342.84
2025-05-05,South,Accessories,S01,7087.56,4533.17
2025-05-05,South,Home,S01,7149.85,4703.39
2025-05-05,South,Apparel,S02,4234.35,2567.61
2025-05-05,South,Footwear,S02,8019.31,4866.93
2025-05-05,South,Accessories,S02,6513.68,4174.53
2025-05-05,South,Home,S02,7018.62,4897.83
2025-05-12,East,Apparel,E01,3724.96,2604.81
2025-05-12,East,Footwear,E01,4076.87,2815.8
2025-05-12,East,Accessories,E01,3919.3,2610.96
2025-05-12,East,Home,E01,4270.43,2710.77
2025-05-12,East,Apparel,E02,2912.88,1901.77
2025-05-12,East,Footwear,E02,4307.46,2585.97
2025-05-12,East,Accessories,E02,2879.31,1921.51
2025-05-12,East,Home,E02,4181.12,2852.93
2025-05-12,East,Apparel,E03,2930.34,1.84
2025-05-12,East,Footwear,E03,5250.13,3.21
2025-05-12,East,Accessories,E03,4664.39,3.16
2025-05-12,East,Home,E03,4430.13,2.75
2025-05-12,West,Apparel,W01,4135.39,2728.44
2025-05-12,West,Footwear,W01,5891.86,3971.43
2025-05-12,West,Accessories,W01,5225.96,3249.12
2025-05-12,West,Home,W01,6366.87,4140.95
2025-05-12,West,Apparel,W02,5485.74,3692.74
2025-05-12,West,Footwear,W02,5357.01,3574.48
2025-05-12,West,Accessories,W02,5051.18,3103.07
2025-05-12,West,Home,W02,5985.79,3771.35
2025-05-12,North,Apparel,N01,4831.58,3323.99
2025-05-12,North,Footwear,N01,7318.71,4703.88
2025-05-12,North,Accessories,N01,6365.45,4418.63
2025-05-12,North,Home,N01,6739.26,4258.36
2025-05-12,North,Apparel,N02,5173.57,3298.91
2025-05-12,North,Footwear,N02,6603.88,4523.22
2025-05-12,North,Accessories,N02,5412.07,3683.33
2025-05-12,North,Home,N02,7238.07,5043.33
2025-05-12,South,Apparel,S01,5572.19,3478.64
2025-05-12,South,Footwear,S01,5029.99,3481.87
2025-05-12,South,Accessories,S01,6368.72,4282.7
2025-05-12,South,Home,S01,4621.34,3084.13
2025-05-12,South,Apparel,S02,6617.39,4094.95
2025-05-12,South,Footwear,S02,6961.07,4565.66
2025-05-12,South,Accessories,S02,6190.44,3920.38
2025-05-12,South,Home,S02,6577.33,4562.8
2025-05-19,East,Apparel,E01,3961.24,2772.7
2025-05-19,East,Footwear,E01,3727.99,2462.11
2025-05-19,East,Accessories,E01,3612.11,2366.68
2025-05-19,East,Home,E01,4464.4,2916.88
2025-05-19,East,Apparel,E02,3012.2,1961.79
2025-05-19,East,Footwear,E02,3651.42,2549.17
2025-05-19,East,Accessories,E02,4175.54,2887.11
2025-05-19,East,Home,E02,3632.02,2383.52
2025-05-19,East,Apparel,E03,2699.44,1.69
2025-05-19,East,Footwear,E03,4996.78,3.21
2025-05-19,East,Accessories,E03,3112.57,1.99
2025-05-19,East,Home,E03,4698.37,3.13
2025-05-19,West,Apparel,W01,6125.53,4178.59
2025-05-19,West,Footwear,W01,7544.4,4896.76
2025-05-19,West,Accessories,W01,5072.59,3129.42
2025-05-19,West,Home,W01,6535.83,4520.77
2025-05-19,West,Apparel,W02,6152.43,3727.59
2025-05-19,West,Footwear,W02,4663.64,3238.99
2025-05-19,West,Accessories,W02,6722.5,4310.73
2025-05-19,West,Home,W02,6568.22,4405.42
2025-05-19,North,Apparel,N01,4287.4,2732.45
2025-05-19,North,Footwear,N01,6431.81,4255.62
2025-05-19,North,Accessories,N01,5780.68,3472.23
2025-05-19,North,Home,N01,5426.02,3542.88
2025-05-19,North,Apparel,N02,5619.63,3381.41
2025-05-19,North,Footwear,N02,7085.64,4822.61
2025-05-19,North,Accessories,N02,6593.11,4019.37
2025-05-19,North,Home,N02,4436.99,2895.78
2025-05-19,South,Apparel,S01,6534.92,4180.32
2025-05-19,South,Footwear,S01,5341.06,3506.41
2025-05-19,South,Accessories,S01,7005.78,4682.69
2025-05-19,South,Home,S01,7171.97,4918.69
2025-05-19,South,Apparel,S02,6133.62,3912.8
2025-05-19,South,Footwear,S02,5482.33,3294.58
2025-05-19,South,Accessories,S02,4799.91,3088.22
2025-05-19,South,Home,S02,6844.47,4693.91
2025-05-26,East,Apparel,E01,2622.05,1584.39
2025-05-26,East,Footwear,E01,3524.27,2427.36
2025-05-26,East,Accessories,E01,3495.19,2123.1
2025-05-26,East,Home,E01,5183.56,3402.23
2025-05-26,East,Apparel,E02,2707.19,1709.45
2025-05-26,East,Footwear,E02,4961.34,3350.02
2025-05-26,East,Accessories,E02,4259.41,2588.42
2025-05-26,East,Home,E02,3013.56,2059.66
2025-05-26,East,Apparel,E03,3392.84,2.15
2025-05-26,East,Footwear,E03,4119.35,2.88
2025-05-26,East,Accessories,E03,4372.87,3.05
2025-05-26,East,Home,E03,2910.35,1.99
2025-05-26,West,Apparel,W01,5644.75,3925.84
2025-05-26,West,Footwear,W01,5839.0,3520.7
2025-05-26,West,Accessories,W01,5647.82,3665.78
2025-05-26,West,Home,W01,5882.16,3783.32
2025-05-26,West,Apparel,W02,6648.69,4046.19
2025-05-26,West,Footwear,W02,6618.58,4443.12
2025-05-26,West,Accessories,W02,4215.97,2829.62
2025-05-26,West,Home,W02,6596.88,4167.04
2025-05-26,North,Apparel,N01,4151.65,2618.97
2025-05-26,North,Footwear,N01,5168.9,3169.83
2025-05-26,North,Accessories,N01,4816.53,3157.11
2025-05-26,North,Home,N01,5044.44,3205.19
2025-05-26,North,Apparel,N02,4653.98,2943.38
2025-05-26,North,Footwear,N02,5270.48,3366.68
2025-05-26,North,Accessories,N02,4901.75,3384.76
2025-05-26,North,Home,N02,7503.28,4629.21
2025-05-26,South,Apparel,S01,5088.82,3206.53
2025-05-26,South,Footwear,S01,5334.15,3432.35
2025-05-26,South,Accessories,S01,5596.49,3400.94
2025-05-26,South,Home,S01,4815.04,3189.98
2025-05-26,South,Apparel,S02,5791.35,3536.76
2025-05-26,South,Footwear,S02,5712.08,3617.01
2025-05-26,South,Accessories,S02,6631.46,4197.41
2025-05-26,South,Home,S02,5674.61,3892.5
2025-06-02,East,Apparel,E01,3811.21,2408.94
2025-06-02,East,Footwear,E01,4462.54,2817.73
2025-06-02,East,Accessories,E01,5230.86,3290.97
2025-06-02,East,Home,E01,4213.79,2770.94
2025-06-02,East,Apparel,E02,2737.24,1865.84
2025-06-02,East,Footwear,E02,3315.35,2176.15
2025-06-02,East,Accessories,E02,4044.14,2702.18
2025-06-02,East,Home,E02,4275.04,2762.37
2025-06-02,East,Apparel,E03,3592.01,2.26
2025-06-02,East,Footwear,E03,4485.98,3.05
2025-06-02,East,Accessories,E03,3626.02,2.41
2025-06-02,East,Home,E03,3382.75,2.27
2025-06-02,West,Apparel,W01,6232.43,4356.91
2025-06-02,West,Footwear,W01,5702.91,3710.66
2025-06-02,West,Accessories,W01,7511.84,4915.48
2025-06-02,West,Home,W01,6626.66,4569.41
2025-06-02,West,Apparel,W02,6169.38,3754.06
2025-06-02,West,Footwear,W02,6961.05,4423.75
2025-06-02,West,Accessories,W02,5777.5,4034.78
2025-06-02,West,Home,W02,6325.1,4271.14
2025-06-02,North,Apparel,N01,7277.3,4374.06
2025-06-02,North,Footwear,N01,5121.46,3338.58
2025-06-02,North,Accessories,N01,6235.9,4019.52
2025-06-02,North,Home,N01,5837.05,3845.79
2025-06-02,North,Apparel,N02,5703.98,3436.4
2025-06-02,North,Footwear,N02,4538.04,3159.26
2025-06-02,North,Accessories,N02,5062.64,3109.31
2025-06-02,North,Home,N02,5233.99,3248.67
2025-06-02,South,Apparel,S01,5802.4,3735.68
2025-06-02,South,Footwear,S01,6280.59,3956.94
2025-06-02,South,Accessories,S01,6351.0,4349.91
2025-06-02,South,Home,S01,6585.3,4059.41
2025-06-02,South,Apparel,S02,7057.35,4357.53
2025-06-02,South,Footwear,S02,4851.42,3375.84
2025-06-02,South,Accessories,S02,4928.84,3048.22
2025-06-02,South,Home,S02,6249.94,3768.21
2025-06-09,East,Apparel,E01,3178.85,2095.56
2025-06-09,East,Footwear,E01,3652.6,2266.72
2025-06-09,East,Accessories,E01,4511.92,2735.38
2025-06-09,East,Home,E01,3141.52,1943.65
2025-06-09,East,Apparel,E02,2858.59,1790.15
2025-06-09,East,Footwear,E02,4499.09,2986.99
2025-06-09,East,Accessories,E02,4020.55,2648.34
2025-06-09,East,Home,E02,3662.28,2423.46
2025-06-09,East,Apparel,E03,3884.23,2.45
2025-06-09,East,Footwear,E03,3639.08,2.23
2025-06-09,East,Accessories,E03,2841.72,1.76
2025-06-09,East,Home,E03,4138.48,2.66
2025-06-09,West,Apparel,W01,4627.09,2862.2
2025-06-09,West,Footwear,W01,6584.91,4375.84
2025-06-09,West,Accessories,W01,7595.52,4929.22
2025-06-09,West,Home,W01,4569.12,2947.54
2025-06-09,West,Apparel,W02,4340.06,2608.2
2025-06-09,West,Footwear,W02,5031.36,3503.75
2025-06-09,West,Accessories,W02,5914.89,3953.92
2025-06-09,West,Home,W02,6014.49,3902.62
2025-06-09,North,Apparel,N01,4131.72,2793.48
2025-06-09,North,Footwear,N01,4998.19,3267.62
2025-06-09,North,Accessories,N01,4793.7,3232.16
2025-06-09,North,Home,N01,6826.82,4173.38
2025-06-09,North,Apparel,N02,4917.54,3355.38
2025-06-09,North,Footwear,N02,5827.86,3520.97
2025-06-09,North,Accessories,N02,6669.71,4661.98
2025-06-09,North,Home,N02,4928.31,3327.27
2025-06-09,South,Apparel,S01,5776.43,3725.64
2025-06-09,South,Footwear,S01,5758.82,3708.14
2025-06-09,South,Accessories,S01,7906.99,4931.55
2025-06-09,South,Home,S01,7025.2,4461.45
2025-06-09,South,Apparel,S02,6756.74,4166.19
2025-06-09,South,Footwear,S02,4463.45,2770.44
2025-06-09,South,Accessories,S02,4350.66,2732.69
2025-06-09,South,Home,S02,5815.56,3898.78
2025-06-16,East,Apparel,E01,2620.51,1797.15
2025-06-16,East,Footwear,E01,4788.94,2918.97
2025-06-16,East,Accessories,E01,4839.43,3348.29
2025-06-16,East,Home,E01,4977.51,3049.66
2025-06-16,East,Apparel,E02,3538.75,2374.99
2025-06-16,East,Footwear,E02,4535.52,3028.02
2025-06-16,East,Accessories,E02,3690.47,2313.45
2025-06-16,East,Home,E02,3450.74,2289.09
2025-06-16,East,Apparel,E03,3443.94,2.24
2025-06-16,East,Footwear,E03,3493.44,2.23
2025-06-16,East,Accessories,E03,4395.64,2.64
2025-06-16,East,Home,E03,4397.34,2.96
2025-06-16,West,Apparel,W01,5977.45,3800.6
2025-06-16,West,Footwear,W01,4542.28,2824.31
2025-06-16,West,Accessories,W01,5366.25,3363.85
2025-06-16,West,Home,W01,6755.65,4443.82
2025-06-16,West,Apparel,W02,6117.31,3880.66
2025-06-16,West,Footwear,W02,5923.22,3612.91
2025-06-16,West,Accessories,W02,6783.35,4154.28
2025-06-16,West,Home,W02,6993.78,4196.74
2025-06-16,North,Apparel,N01,6960.47,4655.57
2025-06-16,North,Footwear,N01,4874.73,3002.34
2025-06-16,North,Accessories,N01,6988.56,4650.6
2025-06-16,North,Home,N01,4984.31,3441.07
2025-06-16,North,Apparel,N02,4740.94,2989.4
2025-06-16,North,Footwear,N02,6216.75,4137.55
2025-06-16,North,Accessories,N02,5923.08,3836.26
2025-06-16,North,Home,N02,4475.97,2989.94
2025-06-16,South,Apparel,S01,4506.31,3072.0
2025-06-16,South,Footwear,S01,7381.9,4526.71
2025-06-16,South,Accessories,S01,4429.38,2981.31
2025-06-16,South,Home,S01,4464.39,3071.94
2025-06-16,South,Apparel,S02,5009.36,3382.9
2025-06-16,South,Footwear,S02,5203.71,3196.56
2025-06-16,South,Accessories,S02,5428.39,3609.89
2025-06-16,South,Home,S02,5983.01,3965.59
